po_id,split,dup_group_id
d2d789e7-8ebf-4878-8beb-05a2512805f2,train,BUYER_WAREHOUSE_C||SUPPLIER001||1||1||5||41||3||2||7
d809ebc7-7829-4037-b86f-77903b27d349,train,BUYER_DISTRIB_B||SUPPLIER001||3||2||15||153||5||6||<NA>
cb82941c-5059-46a8-9814-535486bae3e8,train,BUYER_DISTRIB_B||ACME_PARTS||1||1||20||256||6||2||7
5aa2654c-e0b2-4ea6-b8c9-6b40e6d0cfb7,train,BUYER_RETAIL_A||SUPP_ACE_MFG||1||1||0||1||4||1||6
6cdb2aa4-58c1-489e-9aff-6fdce5325ae8,train,BUYER_CHAIN_D||SUPPLIER001||4||3||40||386||3||3||7
d921cd65-84ed-4cb6-860a-cde0fa4f4b95,train,BUYER_ECOMM_E||ACME_PARTS||4||3||18||142||7||0||7
36dfd895-bc65-463b-92cc-b7c3b98ed215,train,BUYER_CHAIN_D||SUPP_ACE_MFG||4||4||47||488||9||2||7
2d496a30-dfce-4b22-a5d5-8507b13e6881,test,BUYER_DISTRIB_B||PREMIUM_GOODS||2||2||35||385||3||1||6
43756a7d-44d5-4fa7-9638-050495c5e6ab,train,BUYER_ECOMM_E||WIDGET_CO||1||1||34||357||6||3||7
245dc659-4d34-4896-9860-edb503165c04,train,BUYER_CHAIN_D||SUPPLIER001||2||2||39||389||5||5||7
fa0703a5-11ed-441a-8564-c783fdf4a0fe,train,BUYER_WAREHOUSE_C||SUPPLIER001||5||3||90||690||2||3||7
92fb9f76-1dd1-4a32-bb12-9448d256faa2,test,BUYER_WAREHOUSE_C||ACME_PARTS||1||1||30||482||3||1||8
444a90fb-b518-47af-8518-40f7db23478c,test,BUYER_RETAIL_A||TECH_SUPPLY_INT||3||3||2||24||3||1||7
3225b5d0-3da7-42d2-adbc-505be726f06e,train,BUYER_CHAIN_D||SUPPLIER001||3||3||68||754||7||1||6
ea9a2630-7b78-48fd-a36d-4abba332acd5,train,BUYER_CHAIN_D||WIDGET_CO||1||1||5||56||17||1||22
959e94ed-5884-4b36-a245-75769f7d2cf3,train,BUYER_WAREHOUSE_C||TECH_SUPPLY_INT||1||1||17||234||3||0||7
532ab9d8-de66-40c4-aada-5b534445b133,train,BUYER_ECOMM_E||SUPPLIER001||3||3||99||1057||6||0||6
4b955e8f-9f34-4844-b0f4-8ec9201e454a,train,BUYER_CHAIN_D||INDUSTRIAL_GOODS_LTD||7||6||136||1437||7||1||6
48dd9e06-6c9c-45ce-8f5c-523f8e5f3184,train,BUYER_RETAIL_A||SUPP_ACE_MFG||3||3||69||883||6||0||5
6914d644-8229-4d9f-bec4-9795c6da1988,val,BUYER_WAREHOUSE_C||TECH_SUPPLY_INT||3||2||45||557||5||<NA>||8
d9d41910-e470-42bc-a78a-5b0a94f0028d,val,BUYER_DISTRIB_B||SUPPLIER001||2||2||0||2||1||1||7
4f9f1555-dc6b-47f0-b112-cc7b7a57fa4c,train,BUYER_ECOMM_E||SUPP_ACE_MFG||2||2||34||321||7||3||21
954740d9-ec8c-4593-8cc6-c2c1feda8924,train,BUYER_RETAIL_A||LOGISTICS_PLUS||1||1||11||93||4||2||6
57822545-875c-4c7a-9a43-2b98535f25bd,train,BUYER_CHAIN_D||WIDGET_CO||4||4||80||941||8||3||8
0cf27775-c62f-4275-9cd8-f925e63e0f2a,train,BUYER_DISTRIB_B||TECH_SUPPLY_INT||1||1||0||4||3||1||6
7034e158-9f1b-49f5-a6bc-0c29c0d17308,test,BUYER_DISTRIB_B||SUPP_ACE_MFG||3||3||66||865||<NA>||3||6
ea7c0e61-ced9-4afb-b818-d08e83a22efd,train,BUYER_ECOMM_E||PREMIUM_GOODS||3||3||79||813||3||3||6
3d73983f-778e-4330-bbb8-070b493c9063,val,BUYER_RETAIL_A||LOGISTICS_PLUS||3||3||67||633||6||1||8
250373f0-b416-42f0-971e-2d557bb93283,train,BUYER_RETAIL_A||LOGISTICS_PLUS||3||3||70||591||9||1||6
2ad09955-6f86-4d9b-8b4c-757d29d6af7a,train,BUYER_WAREHOUSE_C||SUPP_ACE_MFG||4||3||12||129||2||1||8
c209d8e2-1ac1-4e68-8596-6a8f900d6d7a,train,BUYER_WAREHOUSE_C||ACME_PARTS||4||4||52||553||5||2||7
f7e6cf32-7876-40bf-ba3a-4fbd4bdcefe7,val,BUYER_RETAIL_A||INDUSTRIAL_GOODS_LTD||5||4||120||1409||2||1||8
2d95560c-cfb0-4eed-9921-306f972cdc4b,train,BUYER_CHAIN_D||WIDGET_CO||4||4||80||950||5||4||7
fb313124-a19a-4e30-8d14-c06942b664df,train,BUYER_ECOMM_E||SUPP_ACE_MFG||2||2||36||371||5||2||6
c0b092ea-4d50-438e-9217-63b1f6017e85,train,BUYER_DISTRIB_B||ACME_PARTS||4||4||8||92||1||2||8
7232e7d4-7b57-409c-b923-8343d2c79183,test,BUYER_ECOMM_E||SUPPLIER001||3||2||99||961||4||2||6
e683897b-9a9d-4097-a4da-3292f5db038b,train,BUYER_RETAIL_A||INDUSTRIAL_GOODS_LTD||6||5||43||619||4||1||5
1c7ad95b-7854-471f-b831-454fbe1611d2,train,BUYER_ECOMM_E||INDUSTRIAL_GOODS_LTD||1||1||19||210||2||1||6
56406c1e-123e-4b00-9788-0fdaa0870c0d,train,BUYER_ECOMM_E||ACME_PARTS||3||3||36||489||3||<NA>||7
ce044fc6-cd8a-49dd-ad65-fc8765af88bd,train,BUYER_RETAIL_A||INDUSTRIAL_GOODS_LTD||4||3||70||811||<NA>||0||6
280e2042-11bc-4dbe-8287-57c88527e4cc,val,BUYER_WAREHOUSE_C||LOGISTICS_PLUS||2||2||4||41||5||0||6
58e48dc1-f06d-43b7-b050-58bfca84c6cf,train,BUYER_DISTRIB_B||TECH_SUPPLY_INT||1||1||5||58||4||1||7
7b3c5ea6-d587-42e6-8999-e97f4519d82e,train,BUYER_WAREHOUSE_C||ACME_PARTS||3||2||0||3||4||1||6
ac1fb48a-5f5b-49b9-9c2a-4ef00b2ae95e,train,BUYER_DISTRIB_B||LOGISTICS_PLUS||3||3||18||210||6||3||5
7f40904d-74ff-441d-add4-97a83cfca1d0,val,BUYER_WAREHOUSE_C||WIDGET_CO||1||1||0||1||2||3||7
4982b14c-e697-47e5-af6e-747b98916913,train,BUYER_CHAIN_D||LOGISTICS_PLUS||3||2||40||351||0||3||6
a51572ea-86e3-4ab9-99df-a83486f5b2ec,val,BUYER_RETAIL_A||SUPP_ACE_MFG||5||4||38||456||5||1||6
a59c7b63-ec7f-4ada-94cf-6f12778e7f20,train,BUYER_DISTRIB_B||WIDGET_CO||2||2||16||191||3||1||6
1771e0f4-4107-41a6-a8ef-664225a5c0b3,test,BUYER_WAREHOUSE_C||LOGISTICS_PLUS||2||1||6||70||4||1||6
45f9b905-2a30-4669-9af3-bdccb7435f1c,train,BUYER_WAREHOUSE_C||ACME_PARTS||3||3||35||467||2||3||7
86c04a8c-1965-44de-929b-77a33fcbf8e9,val,BUYER_CHAIN_D||PREMIUM_GOODS||2||2||15||154||5||2||7
2104ade0-2e5e-45c1-8622-144f59e80787,train,BUYER_WAREHOUSE_C||ACME_PARTS||2||2||18||209||5||1||7
a1430c9a-5572-4e61-866e-9382cf3f8390,test,BUYER_DISTRIB_B||INDUSTRIAL_GOODS_LTD||2||1||14||195||5||1||5
dd439d8d-7229-4034-a0ed-8e40ca7f268a,test,BUYER_RETAIL_A||LOGISTICS_PLUS||1||1||13||173||2||1||7
9046009f-188c-4a89-826e-efb57be43fd9,train,BUYER_ECOMM_E||LOGISTICS_PLUS||2||2||22||176||5||3||7
7ec6a9de-1bdc-4c1f-958a-80f21f936e96,train,BUYER_DISTRIB_B||PREMIUM_GOODS||2||2||6||60||4||<NA>||7
393c3d0b-a9c3-47ae-af93-fcfcdec1763d,train,BUYER_CHAIN_D||PREMIUM_GOODS||4||3||68||590||4||1||9
e319e3fd-e8e3-4d2c-9938-1936c9fd7612,train,BUYER_RETAIL_A||SUPPLIER001||5||5||66||624||3||1||6
7da4add8-d6b3-4ffe-bbf2-dbc40e1cd75e,train,BUYER_DISTRIB_B||SUPP_ACE_MFG||1||1||0||1||2||2||7
3e56b4a3-eafc-4f2b-b388-7f4cb7dfc038,train,BUYER_ECOMM_E||PREMIUM_GOODS||1||1||17||140||3||1||20
332e4208-b1e1-4668-b120-c03787de04fa,train,BUYER_RETAIL_A||WIDGET_CO||4||3||41||515||5||1||6
577faf24-77d5-42c7-bb54-543fb17a04a6,train,BUYER_WAREHOUSE_C||ACME_PARTS||2||2||27||346||4||1||7
4991ec6e-a9d9-4621-b2ad-039fc0d1e035,train,BUYER_RETAIL_A||LOGISTICS_PLUS||1||1||5||58||2||2||7
86c17fef-761f-46e3-9072-11afef7b5fa3,train,BUYER_CHAIN_D||SUPPLIER001||2||2||1||12||3||2||6
c9197219-08a4-4379-91f8-be66feef9ba2,val,BUYER_RETAIL_A||LOGISTICS_PLUS||3||3||80||880||4||0||7
22b7bb50-f274-48c0-a263-59e581181074,train,BUYER_ECOMM_E||ACME_PARTS||4||4||79||935||6||0||6
98d83390-4e09-4d0a-aacc-75c4f54e596b,train,BUYER_RETAIL_A||ACME_PARTS||2||2||63||813||5||0||7
d34bf4db-863f-498d-8dc2-b4d829ab207d,train,BUYER_WAREHOUSE_C||SUPPLIER001||2||2||18||175||3||0||7
cbb1848f-9c47-49ba-8836-91afc83b726d,test,BUYER_ECOMM_E||SUPPLIER001||5||3||53||441||5||2||6
adff48f8-3401-4aa7-8916-335223d9a61d,test,BUYER_DISTRIB_B||INDUSTRIAL_GOODS_LTD||3||3||67||819||6||1||13
a6d9d0d0-d580-4d21-8f9e-eecded87cd94,train,BUYER_ECOMM_E||PREMIUM_GOODS||1||1||38||407||4||3||7
9804bfb2-932c-4ea0-995e-9c16be37af16,train,BUYER_RETAIL_A||SUPP_ACE_MFG||5||4||46||472||3||0||5
321c01b7-7947-4026-bf36-fcfc9e09004b,train,BUYER_RETAIL_A||TECH_SUPPLY_INT||3||3||0||4||2||1||6
7b9363d1-b36f-4524-918c-83687688b259,val,BUYER_DISTRIB_B||SUPPLIER001||3||3||66||597||2||3||6
3180ed16-c0b3-4fe2-8cd9-565bab9827ed,train,BUYER_CHAIN_D||ACME_PARTS||2||2||44||550||5||4||6
2fa840c9-087e-464c-8314-9ad51b06a418,train,BUYER_DISTRIB_B||LOGISTICS_PLUS||1||1||44||636||2||0||7
58263a73-65ff-4f13-a2cc-b99fed1063a7,train,BUYER_RETAIL_A||SUPPLIER001||1||1||0||1||3||1||6
a00b014e-3e8c-49bd-901e-32168a646214,train,BUYER_CHAIN_D||SUPP_ACE_MFG||5||5||48||493||3||2||8
461c0842-805c-47c1-bdc3-e949a97a170a,train,BUYER_ECOMM_E||SUPPLIER001||2||2||38||326||4||1||5
6708509d-faaf-405d-9bba-eee3279d679d,train,BUYER_RETAIL_A||SUPP_ACE_MFG||6||6||34||344||3||0||5
c37b719f-aa23-4c43-ba5e-2022d6e4b491,test,BUYER_DISTRIB_B||INDUSTRIAL_GOODS_LTD||2||2||15||150||3||2||6
5603a658-63ee-47fa-b7f8-0c7c54161789,train,BUYER_DISTRIB_B||SUPPLIER001||1||1||10||95||2||3||6
53f4d97c-ac69-46be-8def-139fa9dbdc97,train,BUYER_WAREHOUSE_C||SUPPLIER001||4||4||51||464||3||1||8
980afed5-1efa-46d3-9675-877f0ccb1c9c,train,BUYER_WAREHOUSE_C||PREMIUM_GOODS||1||1||30||418||3||2||7
224d6709-b660-4027-88ed-7a326b12583c,train,BUYER_CHAIN_D||LOGISTICS_PLUS||4||3||62||656||4||3||7
6357a58d-2939-4a67-976e-e287b7001813,train,BUYER_RETAIL_A||TECH_SUPPLY_INT||2||2||49||590||4||0||5
0e771c63-eaa1-49ae-b1a3-b561d83e1de8,train,BUYER_RETAIL_A||WIDGET_CO||3||3||56||541||7||1||5
33f95fca-9058-4d4a-b0ff-3e697d084ff3,test,BUYER_CHAIN_D||PREMIUM_GOODS||1||1||11||73||6||0||6
0c2d3644-003c-4088-8824-b538fd4432de,train,BUYER_CHAIN_D||WIDGET_CO||3||3||153||1488||8||2||8
43c9b107-9b32-43cc-8acd-f75435ec7755,val,BUYER_CHAIN_D||SUPPLIER001||2||2||24||290||4||4||7
ba401053-4ad7-413b-993c-f4f0b60e5b8a,train,BUYER_WAREHOUSE_C||LOGISTICS_PLUS||1||1||2||25||5||1||8
c6bc208a-de99-4e7e-a54e-072ff02af915,test,BUYER_CHAIN_D||WIDGET_CO||3||3||66||700||6||4||19
85159644-66df-46dc-8a22-087227d87a95,test,BUYER_WAREHOUSE_C||LOGISTICS_PLUS||6||4||62||570||8||3||7
45b2a32f-610d-4818-8482-1a329104620b,train,BUYER_CHAIN_D||LOGISTICS_PLUS||3||3||50||342||8||5||17
385688ad-af2a-4e25-b2dd-0cc0e44c2dbc,train,BUYER_ECOMM_E||INDUSTRIAL_GOODS_LTD||4||4||73||912||2||3||6
10cbbd58-226c-4dc7-9b97-6e1eafb73757,train,BUYER_DISTRIB_B||TECH_SUPPLY_INT||9||5||194||2020||6||2||6
4abb20c2-1a52-4b32-83af-619d0de1b6bd,train,BUYER_ECOMM_E||PREMIUM_GOODS||4||4||84||687||5||2||5
94c9ad1e-a98f-4834-8306-d73c3a9ae9ce,val,BUYER_WAREHOUSE_C||WIDGET_CO||5||5||65||690||4||2||7
0107b2c8-d3d3-474a-a58b-bb96973cc5c5,train,BUYER_DISTRIB_B||TECH_SUPPLY_INT||1||1||40||439||3||2||8
359d221a-ee92-4b31-ad7e-475873bee29a,train,BUYER_RETAIL_A||TECH_SUPPLY_INT||4||3||89||930||6||0||7
9c1a2634-d70a-4cb5-ab7e-e818e4268997,test,BUYER_CHAIN_D||WIDGET_CO||1||1||12||149||8||1||6
31df0450-e24b-446e-a600-5e1d82409ae6,test,BUYER_ECOMM_E||ACME_PARTS||1||1||28||274||1||<NA>||7
dcfee6ef-4264-4ef2-9c29-9c56d6591e6f,val,BUYER_WAREHOUSE_C||SUPPLIER001||3||3||21||220||4||2||8
932f5f8b-1634-4f4a-9541-05dc458dc14e,val,BUYER_RETAIL_A||INDUSTRIAL_GOODS_LTD||1||1||0||4||2||0||6
a2f2c9dd-220b-4bf2-b53b-572515cbb883,val,BUYER_WAREHOUSE_C||TECH_SUPPLY_INT||1||1||0||1||2||1||7
9467b0ea-818f-4bbf-b532-cda424f58241,val,BUYER_ECOMM_E||LOGISTICS_PLUS||1||1||40||433||4||1||6
f22b2316-a792-4614-adc7-d49c1c16ea98,train,BUYER_ECOMM_E||PREMIUM_GOODS||2||2||46||500||11||2||8
8d09abbe-364d-44aa-8262-a22763a7612d,val,BUYER_DISTRIB_B||ACME_PARTS||1||1||21||249||9||3||7
26e33e8d-9685-4d21-b4ac-46376e0b15b2,val,BUYER_DISTRIB_B||TECH_SUPPLY_INT||1||1||2||10||3||3||6
e3a639f4-f927-42e6-af81-e7891f9f3142,train,BUYER_ECOMM_E||LOGISTICS_PLUS||1||1||37||431||4||2||6
e65b7258-44d6-4faa-a870-3bf386418e2c,train,BUYER_RETAIL_A||INDUSTRIAL_GOODS_LTD||4||3||48||593||2||0||7
a5bc7fd2-f94b-4aae-82c0-c2adbc4e7309,train,BUYER_ECOMM_E||WIDGET_CO||2||2||18||228||4||2||6
51c2c075-9fb4-4582-99ab-9a9c80ab576a,train,BUYER_ECOMM_E||SUPPLIER001||3||3||9||98||5||2||7
876393cc-074d-4748-bee6-fc87cca4701a,train,BUYER_WAREHOUSE_C||TECH_SUPPLY_INT||2||2||16||157||6||2||6
a1e41278-22d3-42df-8b15-e622f7154402,train,BUYER_ECOMM_E||WIDGET_CO||3||3||8||91||3||2||6
eb74fb7d-8afe-425e-ac12-f2e18745db14,train,BUYER_RETAIL_A||TECH_SUPPLY_INT||2||2||0||2||2||1||7
a864ba44-402d-4075-b147-166090c0df3c,train,BUYER_RETAIL_A||INDUSTRIAL_GOODS_LTD||4||4||59||700||2||2||5
149d7378-faa9-4eec-980d-64d50d62a45d,val,BUYER_WAREHOUSE_C||ACME_PARTS||5||5||52||538||2||2||5
696f2971-d74f-48bd-82f8-dc427c3275b8,test,BUYER_RETAIL_A||INDUSTRIAL_GOODS_LTD||3||2||31||347||4||2||7
b730544c-5e08-4837-80b6-3a130201ceb0,test,BUYER_WAREHOUSE_C||SUPPLIER001||7||6||92||1078||3||1||6
3aea6d1f-3d55-45d6-a5a6-d1bdd922d3c4,train,BUYER_ECOMM_E||ACME_PARTS||3||3||36||404||7||0||6
2e372ff8-6335-4721-89e4-f4fd30b65678,train,BUYER_RETAIL_A||LOGISTICS_PLUS||1||1||16||126||1||2||16
89716f25-78f8-410b-a072-32757bbe03e6,train,BUYER_CHAIN_D||INDUSTRIAL_GOODS_LTD||2||2||33||334||8||0||7
2bb811ed-a467-475f-8a43-84b5927e3e98,test,BUYER_RETAIL_A||SUPP_ACE_MFG||1||1||24||329||4||1||6
2775c30b-cbe8-4769-ab8b-7d37a7109f19,test,BUYER_ECOMM_E||SUPPLIER001||5||5||94||879||6||3||5
f7b7d513-1ca5-4356-970b-e4dd9f4c059e,train,BUYER_CHAIN_D||TECH_SUPPLY_INT||1||1||12||75||1||4||7
cabd0bab-0079-45eb-bfbe-32c0760561cb,val,BUYER_CHAIN_D||TECH_SUPPLY_INT||3||3||8||71||3||4||7
b01f45a5-d77e-4ada-a931-8dada63f5dfe,test,BUYER_CHAIN_D||WIDGET_CO||2||2||88||724||6||0||6
41a9cc3c-c385-4666-a74f-82e125725286,train,BUYER_WAREHOUSE_C||LOGISTICS_PLUS||1||1||26||171||4||0||8
256f4d9b-7fe8-4524-a7e2-e525f7657f76,train,BUYER_CHAIN_D||ACME_PARTS||5||5||88||760||7||3||7
cbefc012-7c36-4f06-93a8-dbea04e0017e,val,BUYER_WAREHOUSE_C||LOGISTICS_PLUS||5||3||127||1155||5||2||5
486f096b-7c99-418e-b563-b021cfa17191,val,BUYER_ECOMM_E||PREMIUM_GOODS||7||5||141||1425||0||3||23
fcec93d7-2307-4869-8e2f-2df8104c7c50,val,BUYER_ECOMM_E||SUPPLIER001||4||3||38||334||3||2||7
fc4c17d1-7862-4a87-9c83-bf5dabb2a64a,train,BUYER_WAREHOUSE_C||SUPPLIER001||4||2||51||352||2||0||7
32780f55-9022-44d3-b20d-ba73f2318a1c,train,BUYER_WAREHOUSE_C||TECH_SUPPLY_INT||3||3||16||152||7||2||15
0cc58aac-db96-42c7-8495-afff7faad95c,test,BUYER_CHAIN_D||PREMIUM_GOODS||3||3||42||311||5||0||6
e250abd5-4514-4891-a6d0-2b9e614eff99,train,BUYER_CHAIN_D||SUPP_ACE_MFG||3||3||79||818||4||3||8
249f0fef-df73-4cea-aa26-cd003e6a9c0d,train,BUYER_CHAIN_D||SUPP_ACE_MFG||4||4||67||702||5||3||7
70bcfbc1-9a6e-4ab0-a9a1-49166254b4cf,val,BUYER_WAREHOUSE_C||LOGISTICS_PLUS||3||3||56||513||7||0||7
bb65910f-5eb0-4bb5-adc7-a3d77d2ae651,train,BUYER_ECOMM_E||SUPP_ACE_MFG||3||3||45||529||3||3||5
7c422796-fe17-4efe-8fb2-930756f1d93f,val,BUYER_RETAIL_A||INDUSTRIAL_GOODS_LTD||1||1||0||2||1||1||25
8bf333bb-f6e2-41e3-a71f-70ac77d14009,test,BUYER_WAREHOUSE_C||PREMIUM_GOODS||2||2||34||219||4||2||7
42af7bd5-8128-4845-b419-2e911c7fbf5b,train,BUYER_RETAIL_A||TECH_SUPPLY_INT||3||3||43||550||3||1||6
caeac523-79c1-4669-8c74-b9ac3d7f920d,train,BUYER_CHAIN_D||PREMIUM_GOODS||5||3||54||464||<NA>||1||6
0106c25f-ab72-4961-8ea7-f1e9fed84ec0,val,BUYER_DISTRIB_B||WIDGET_CO||3||3||68||815||3||5||6
21e456ff-4b67-4428-916e-680f78399b87,train,BUYER_ECOMM_E||PREMIUM_GOODS||3||3||63||557||3||0||6
b8b1834e-5952-41d7-ac00-832255332a0b,train,BUYER_WAREHOUSE_C||LOGISTICS_PLUS||1||1||15||119||5||2||6
943d2195-a375-43a8-81c3-67658034bb15,val,BUYER_CHAIN_D||PREMIUM_GOODS||5||3||45||428||6||4||8
5eff9b4a-b03a-479a-b7a7-dba5e730ccbb,train,BUYER_ECOMM_E||SUPPLIER001||3||3||6||51||4||2||8
538df01d-3017-4b4a-aeb7-ff26ecb5547f,train,BUYER_ECOMM_E||SUPP_ACE_MFG||3||3||58||646||3||1||8
e56949d3-645e-4314-97b9-1bc30dd083bd,val,BUYER_ECOMM_E||INDUSTRIAL_GOODS_LTD||2||2||16||222||2||1||8
149ca8a3-9048-4b54-bae3-47d7e0159f6d,train,BUYER_CHAIN_D||SUPP_ACE_MFG||4||4||104||1209||4||1||8
3e53a987-81fa-4d93-bf0d-2f454501f6ee,test,BUYER_ECOMM_E||LOGISTICS_PLUS||6||3||45||507||7||2||6
ae7039a0-0f16-427a-aba5-4dc0ca728e9a,train,BUYER_ECOMM_E||SUPPLIER001||3||3||33||268||4||3||6
953a55da-39b1-465b-b11f-163e53c786f4,test,BUYER_CHAIN_D||TECH_SUPPLY_INT||1||1||0||2||4||2||6
adb402d6-a062-4247-9ad1-857fe1d0cf82,train,BUYER_CHAIN_D||TECH_SUPPLY_INT||2||2||36||505||5||2||6
c426c5f7-4ace-4f72-b30b-6563bfacc1db,train,BUYER_WAREHOUSE_C||ACME_PARTS||4||3||36||296||5||1||8
74ffe66b-6973-4d7d-a8c6-f77d2e5e4db4,test,BUYER_CHAIN_D||SUPP_ACE_MFG||4||4||95||1007||4||1||8
2f4797b2-6bb4-4874-8bc6-8072ff76d64f,train,BUYER_CHAIN_D||LOGISTICS_PLUS||5||5||85||804||11||7||16
09f43caa-2dfa-433e-8bcf-10bacd81eff4,train,BUYER_CHAIN_D||SUPP_ACE_MFG||4||4||58||610||4||3||6
1e5220a8-c180-4d4f-8fcd-a48f35aa7540,train,BUYER_ECOMM_E||INDUSTRIAL_GOODS_LTD||1||1||38||413||3||2||6
02921e5e-923b-4c64-9288-73fcc06e196a,test,BUYER_CHAIN_D||LOGISTICS_PLUS||4||4||60||531||4||8||7
3883537c-57dc-44af-8d08-7cb2b6cb35b9,test,BUYER_RETAIL_A||SUPPLIER001||5||4||47||402||4||1||5
4faf78eb-527e-4e14-8663-0f46e82ebd6f,train,BUYER_WAREHOUSE_C||PREMIUM_GOODS||3||3||78||912||4||1||6
e9fc7215-e8b1-4641-b528-bdd31c44c42f,train,BUYER_WAREHOUSE_C||SUPPLIER001||1||1||0||1||7||4||16
8a08e0a7-23af-4940-b077-e509dbda807e,test,BUYER_DISTRIB_B||SUPPLIER001||6||4||44||448||3||1||7
b4c43bb7-3fab-465d-a387-cb2f654bed9a,test,BUYER_RETAIL_A||SUPP_ACE_MFG||3||3||18||190||4||1||6
ee496c5f-3213-4597-852f-86e45f06038f,train,BUYER_DISTRIB_B||INDUSTRIAL_GOODS_LTD||4||4||40||455||5||2||7
9dd06184-da20-4521-941a-bca7da7a107f,test,BUYER_DISTRIB_B||LOGISTICS_PLUS||3||3||6||75||4||1||6
13586195-165f-43a8-96e8-ac2b42b38509,train,BUYER_WAREHOUSE_C||SUPPLIER001||2||2||53||511||2||2||7
1f89b38c-e237-4140-9a9d-35dd01f54d70,train,BUYER_CHAIN_D||WIDGET_CO||1||1||15||193||<NA>||0||5
ed1bdea1-c8d2-42c6-a87c-0eab4d36abf2,val,BUYER_CHAIN_D||WIDGET_CO||5||4||61||614||5||3||8
651cb0c2-7230-415f-ab2a-36e57742f463,train,BUYER_RETAIL_A||ACME_PARTS||2||2||25||307||2||1||5
80191afe-07a2-4815-b5bd-ce6e76999a6e,val,BUYER_CHAIN_D||SUPP_ACE_MFG||1||1||6||71||5||3||8
bfbb6c3f-8e1b-4136-9b22-b038a3d0f3c9,train,BUYER_CHAIN_D||WIDGET_CO||3||3||24||278||7||3||8
e129dd25-3881-4af0-97d0-4960222d239b,test,BUYER_CHAIN_D||LOGISTICS_PLUS||1||1||2||18||3||3||6
9da67b89-87fd-42d9-938b-e52930cc337e,test,BUYER_WAREHOUSE_C||PREMIUM_GOODS||2||1||20||162||4||2||6
875a502a-3955-4b55-bd23-f8574e89af58,train,BUYER_WAREHOUSE_C||SUPPLIER001||3||3||29||265||4||1||<NA>
5d47657c-00d9-43b2-a1c4-4c539592f8e0,train,BUYER_DISTRIB_B||INDUSTRIAL_GOODS_LTD||4||3||10||122||5||1||7
bb0dc64f-3607-4415-bd15-6b5d4377ea27,train,BUYER_RETAIL_A||TECH_SUPPLY_INT||2||2||0||3||3||3||7
e7b7fb9f-4bd8-4f45-8c70-b20e79717f27,train,BUYER_CHAIN_D||PREMIUM_GOODS||3||3||100||1045||4||2||5
33730906-043c-4690-a624-e6c8a01bd88a,val,BUYER_WAREHOUSE_C||WIDGET_CO||4||3||38||455||5||1||<NA>
8793ab7c-2c39-45fd-bf3a-7dd4a0859510,train,BUYER_CHAIN_D||INDUSTRIAL_GOODS_LTD||5||4||60||629||5||8||13
4996eebb-1e55-401c-899f-7e0606e7a58e,train,BUYER_WAREHOUSE_C||SUPP_ACE_MFG||4||4||35||355||4||3||6
f2a0aaaf-82bf-4b64-bcd9-8e74f6214716,val,BUYER_CHAIN_D||LOGISTICS_PLUS||4||4||124||1246||4||4||7
9af27ecd-5fd3-4b4c-972e-66e93efee6ec,train,BUYER_RETAIL_A||TECH_SUPPLY_INT||4||3||80||659||3||1||6
f1ea0b49-4ee2-4d8c-aad4-cdc78714c037,train,BUYER_CHAIN_D||PREMIUM_GOODS||4||4||71||757||5||0||7
5e73acae-3660-4131-8d3b-ee94f724c43c,train,BUYER_DISTRIB_B||WIDGET_CO||3||3||6||50||4||2||6
6af30e1f-09a8-4aa6-89ad-5bf80d01edaa,train,BUYER_ECOMM_E||PREMIUM_GOODS||4||4||63||490||6||3||5
ad8bb422-738b-4600-8543-c4f6e7618f38,train,BUYER_DISTRIB_B||LOGISTICS_PLUS||3||3||4||30||3||2||6
5eeb64a4-a806-492f-82bd-f8877f82a551,val,BUYER_RETAIL_A||ACME_PARTS||2||2||23||258||5||1||4
f18c2aa0-e8a9-4d8d-a712-4649c22fd096,train,BUYER_ECOMM_E||LOGISTICS_PLUS||1||1||8||84||6||2||7
2ba23f02-8aa0-44d5-a9cf-bae88e006f00,train,BUYER_DISTRIB_B||WIDGET_CO||1||1||15||185||3||0||6
c9644578-918a-48ba-9603-9130dcd12ed5,test,BUYER_DISTRIB_B||TECH_SUPPLY_INT||4||4||69||721||8||2||8
7bce3f07-e5cb-4888-a069-54c00320bdbd,train,BUYER_CHAIN_D||ACME_PARTS||3||3||62||631||3||3||7
19320ec2-8be8-43e4-9a8c-3a023e6ba864,train,BUYER_WAREHOUSE_C||ACME_PARTS||1||1||16||181||3||2||7
fd52e786-9aac-4151-8224-9de9606f1e66,test,BUYER_DISTRIB_B||WIDGET_CO||3||3||64||792||5||2||7
95a8e9fc-9846-4859-83e1-7fd162ca8e99,train,BUYER_WAREHOUSE_C||SUPPLIER001||4||3||21||188||4||2||6
45d251ff-a592-4960-b031-f06f42bc827a,test,BUYER_CHAIN_D||WIDGET_CO||3||3||38||402||2||3||6
6c65100a-a69e-4293-acba-dfb72873e3b6,train,BUYER_WAREHOUSE_C||TECH_SUPPLY_INT||2||2||4||38||3||2||7
d7d20278-7fdb-4894-8cdb-9dcc16bfaae0,test,BUYER_WAREHOUSE_C||ACME_PARTS||1||1||2||16||3||1||7
8ef40cd3-973b-40d5-88f2-2f9cd67a6788,train,BUYER_ECOMM_E||ACME_PARTS||1||1||11||154||5||0||6
