record_id,po_number,line_no,sku,triage_label,scenario,label_what,label_who,mitigation_steps,po_qty,po_price,asn_qty,inv_qty,inv_price,qty_delta,qty_delta_pct,price_diff_pct,has_po_ref,is_repeat,supplier_category,supplier_risk_tier,supplier_exception_rate_30d,days_order_to_ship,days_ship_to_invoice,days_order_to_invoice
PO260117003123-L0001,PO260117003123,1,7770-9562-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,151.0,35.6,151.0,151.0,35.6,0.0,0.0,0.0,1,0,SERVICES,LOW,0.020742,6,4,10
PO260117003123-L0002,PO260117003123,2,7000-7781-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,35.0,5.99,35.0,35.0,5.99,0.0,0.0,0.0,1,0,SERVICES,LOW,0.020742,6,4,10
PO260117003294-L0001,PO260117003294,1,9491-9963-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,209.0,154.26,209.0,209.0,154.19,0.0,0.0,-0.0004537793335925916,1,0,MRO,HIGH,0.256207,3,3,6
PO260117003294-L0002,PO260117003294,2,9332-5069-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,77.0,157.43,77.0,77.0,157.43,0.0,0.0,0.0,1,0,MRO,HIGH,0.256207,3,3,6
PO260117003398-L0001,PO260117003398,1,5357-9074-0001,AUTO_APPROVE,TAX_MISMATCH,TAX_MISMATCH,Finance,Validate tax jurisdiction and taxable status. Request corrected invoice or adjust tax posting.,176.0,197.64,176.0,176.0,197.64,0.0,0.0,0.0,1,0,MRO,LOW,0.046871,5,5,10
PO260117003413-L0001,PO260117003413,1,4472-6416-0001,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",145.0,227.92,145.0,145.0,227.92,0.0,0.0,0.0,1,0,SERVICES,LOW,0.046527,4,4,8
PO260117003413-L0002,PO260117003413,2,3369-0540-0002,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",29.0,28.9,29.0,29.0,28.9,0.0,0.0,0.0,1,0,SERVICES,LOW,0.046527,4,4,8
PO260117003413-L0003,PO260117003413,3,3651-5651-0003,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",180.0,9.61,180.0,180.0,9.61,0.0,0.0,0.0,1,0,SERVICES,LOW,0.046527,4,4,8
PO260117003590-L0001,PO260117003590,1,3173-1604-0001,MANUAL_REVIEW,UOM_DISCREPANCY,UOM_DISCREPANCY,Procurement,"Normalize UOM using item master conversion. If mismatch persists, request corrected docs.",76.0,81.49,76.0,76.0,81.49,0.0,0.0,0.0,1,0,MRO,MEDIUM,0.027705,5,3,8
PO260117003621-L0001,PO260117003621,1,1021-8578-0001,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",74.0,191.14,74.0,74.0,191.14,0.0,0.0,0.0,1,0,MRO,LOW,0.038302,5,1,6
PO260117003621-L0002,PO260117003621,2,1884-0072-0002,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",126.0,26.18,123.0,126.0,26.18,0.0,0.0,0.0,1,0,MRO,LOW,0.038302,5,1,6
PO260117003621-L0003,PO260117003621,3,4023-8104-0003,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",246.0,208.38,246.0,246.0,208.38,0.0,0.0,0.0,1,0,MRO,LOW,0.038302,5,1,6
PO260117003621-L0004,PO260117003621,4,5269-9471-0004,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",73.0,204.27,73.0,72.0,204.27,-1.0,-0.0136986301369863,0.0,1,0,MRO,LOW,0.038302,5,1,6
PO260117003767-L0001,PO260117003767,1,3777-7589-0001,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",177.0,193.93,172.0,177.0,193.93,0.0,0.0,0.0,1,0,PACKAGING,LOW,0.068947,9,5,14
PO260117003767-L0002,PO260117003767,2,4785-2066-0002,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",119.0,161.57,119.0,119.0,161.57,0.0,0.0,0.0,1,0,PACKAGING,LOW,0.068947,9,5,14
PO260117003767-L0003,PO260117003767,3,4898-8319-0003,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",69.0,77.12,69.0,69.0,77.12,0.0,0.0,0.0,1,0,PACKAGING,LOW,0.068947,9,5,14
PO260117003848-L0001,PO260117003848,1,4214-1791-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,72.0,53.59,72.0,72.0,53.59,0.0,0.0,0.0,1,0,MRO,LOW,0.036606,5,3,8
PO260117003848-L0002,PO260117003848,2,7362-7601-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,4.0,101.26,4.0,4.0,101.26,0.0,0.0,0.0,1,0,MRO,LOW,0.036606,5,3,8
PO260117003848-L0003,PO260117003848,3,8152-3645-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,119.0,7.97,119.0,119.0,7.97,0.0,0.0,0.0,1,0,MRO,LOW,0.036606,5,3,8
PO260117003996-L0001,PO260117003996,1,6128-4257-0001,MANUAL_REVIEW,TAX_MISMATCH,TAX_MISMATCH,Finance,Validate tax jurisdiction and taxable status. Request corrected invoice or adjust tax posting.,230.0,106.35,230.0,230.0,106.35,0.0,0.0,0.0,1,0,SERVICES,HIGH,0.21223,2,3,5
PO260117003996-L0002,PO260117003996,2,7555-2564-0002,MANUAL_REVIEW,TAX_MISMATCH,TAX_MISMATCH,Finance,Validate tax jurisdiction and taxable status. Request corrected invoice or adjust tax posting.,218.0,107.34,218.0,218.0,107.34,0.0,0.0,0.0,1,0,SERVICES,HIGH,0.21223,2,3,5
PO260117003996-L0003,PO260117003996,3,8457-0323-0003,MANUAL_REVIEW,TAX_MISMATCH,TAX_MISMATCH,Finance,Validate tax jurisdiction and taxable status. Request corrected invoice or adjust tax posting.,133.0,169.62,133.0,133.0,169.62,0.0,0.0,0.0,1,0,SERVICES,HIGH,0.21223,2,3,5
PO260117003996-L0004,PO260117003996,4,3999-5375-0004,MANUAL_REVIEW,TAX_MISMATCH,TAX_MISMATCH,Finance,Validate tax jurisdiction and taxable status. Request corrected invoice or adjust tax posting.,100.0,208.39,100.0,100.0,208.39,0.0,0.0,0.0,1,0,SERVICES,HIGH,0.21223,2,3,5
PO260117004025-L0001,PO260117004025,1,1927-4137-0001,MANUAL_REVIEW,UNAUTHORIZED_SHIP,UNAUTHORIZED_SHIP,Vendor,Flag unauthorized shipment. Validate PO authorization/ship-to; initiate return or chargeback workflow.,98.0,101.42,98.0,98.0,101.42,0.0,0.0,0.0,1,0,RAW_MATERIAL,HIGH,0.213966,10,2,12
PO260117004025-L0002,PO260117004025,2,1218-1232-0002,MANUAL_REVIEW,UNAUTHORIZED_SHIP,UNAUTHORIZED_SHIP,Vendor,Flag unauthorized shipment. Validate PO authorization/ship-to; initiate return or chargeback workflow.,235.0,106.59,235.0,235.0,106.59,0.0,0.0,0.0,1,0,RAW_MATERIAL,HIGH,0.213966,10,2,12
PO260117004025-L0003,PO260117004025,3,6769-9506-0003,MANUAL_REVIEW,UNAUTHORIZED_SHIP,UNAUTHORIZED_SHIP,Vendor,Flag unauthorized shipment. Validate PO authorization/ship-to; initiate return or chargeback workflow.,28.0,58.05,28.0,28.0,58.05,0.0,0.0,0.0,0,0,RAW_MATERIAL,HIGH,0.213966,10,2,12
PO260117004025-L0004,PO260117004025,4,7561-8636-0004,MANUAL_REVIEW,UNAUTHORIZED_SHIP,UNAUTHORIZED_SHIP,Vendor,Flag unauthorized shipment. Validate PO authorization/ship-to; initiate return or chargeback workflow.,206.0,240.31,206.0,206.0,240.31,0.0,0.0,0.0,1,0,RAW_MATERIAL,HIGH,0.213966,10,2,12
PO260117004025-L0005,PO260117004025,5,8571-3474-0005,MANUAL_REVIEW,UNAUTHORIZED_SHIP,UNAUTHORIZED_SHIP,Vendor,Flag unauthorized shipment. Validate PO authorization/ship-to; initiate return or chargeback workflow.,34.0,232.53,34.0,34.0,232.53,0.0,0.0,0.0,1,0,RAW_MATERIAL,HIGH,0.213966,10,2,12
PO260117004025-L0006,PO260117004025,6,2128-3165-0006,MANUAL_REVIEW,UNAUTHORIZED_SHIP,UNAUTHORIZED_SHIP,Vendor,Flag unauthorized shipment. Validate PO authorization/ship-to; initiate return or chargeback workflow.,165.0,141.61,165.0,165.0,141.61,0.0,0.0,0.0,1,0,RAW_MATERIAL,HIGH,0.213966,10,2,12
PO260117004193-L0001,PO260117004193,1,8020-1400-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,40.0,232.36,40.0,40.0,232.36,0.0,0.0,0.0,1,0,PACKAGING,LOW,0.051971,6,3,9
PO260117004193-L0002,PO260117004193,2,7309-0935-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,212.0,142.24,212.0,212.0,142.24,0.0,0.0,0.0,1,0,PACKAGING,LOW,0.051971,6,3,9
PO260117004193-L0003,PO260117004193,3,6319-2301-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,163.0,146.66,163.0,163.0,146.66,0.0,0.0,0.0,1,0,PACKAGING,LOW,0.051971,6,3,9
PO260117004193-L0004,PO260117004193,4,1188-3437-0004,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,168.0,75.02,168.0,168.0,75.02,0.0,0.0,0.0,1,0,PACKAGING,LOW,0.051971,6,3,9
PO260117004263-L0001,PO260117004263,1,1957-7936-0001,MANUAL_REVIEW,UOM_DISCREPANCY,UOM_DISCREPANCY,Procurement,"Normalize UOM using item master conversion. If mismatch persists, request corrected docs.",232.0,38.24,232.0,232.0,38.24,0.0,0.0,0.0,1,0,CAPEX,MEDIUM,0.094898,3,3,6
PO260117004263-L0002,PO260117004263,2,9050-4040-0002,MANUAL_REVIEW,UOM_DISCREPANCY,UOM_DISCREPANCY,Procurement,"Normalize UOM using item master conversion. If mismatch persists, request corrected docs.",43.0,136.04,43.0,43.0,136.04,0.0,0.0,0.0,1,0,CAPEX,MEDIUM,0.094898,3,3,6
PO260117004263-L0003,PO260117004263,3,1108-2628-0003,MANUAL_REVIEW,UOM_DISCREPANCY,UOM_DISCREPANCY,Procurement,"Normalize UOM using item master conversion. If mismatch persists, request corrected docs.",120.0,174.73,120.0,120.0,174.73,0.0,0.0,0.0,1,0,CAPEX,MEDIUM,0.094898,3,3,6
PO260117004263-L0004,PO260117004263,4,9152-4864-0004,MANUAL_REVIEW,UOM_DISCREPANCY,UOM_DISCREPANCY,Procurement,"Normalize UOM using item master conversion. If mismatch persists, request corrected docs.",96.0,107.89,96.0,96.0,107.89,0.0,0.0,0.0,1,0,CAPEX,MEDIUM,0.094898,3,3,6
PO260117004377-L0001,PO260117004377,1,6602-6921-0001,MANUAL_REVIEW,DUPLICATE_INVOICE,DUPLICATE_INVOICE,Finance,Detect duplicate invoice. Auto-hold duplicate and notify AP for review before payment.,142.0,15.55,142.0,284.0,15.55,142.0,1.0,0.0,1,1,PACKAGING,LOW,0.036734,4,2,6
PO260117004377-L0002,PO260117004377,2,5737-4799-0002,MANUAL_REVIEW,DUPLICATE_INVOICE,DUPLICATE_INVOICE,Finance,Detect duplicate invoice. Auto-hold duplicate and notify AP for review before payment.,212.0,124.7,212.0,424.0,124.7,212.0,1.0,0.0,1,1,PACKAGING,LOW,0.036734,4,2,6
PO260117004377-L0003,PO260117004377,3,6467-8254-0003,MANUAL_REVIEW,DUPLICATE_INVOICE,DUPLICATE_INVOICE,Finance,Detect duplicate invoice. Auto-hold duplicate and notify AP for review before payment.,224.0,127.84,224.0,448.0,127.84,224.0,1.0,0.0,1,1,PACKAGING,LOW,0.036734,4,2,6
PO260117004377-L0004,PO260117004377,4,4334-8065-0004,MANUAL_REVIEW,DUPLICATE_INVOICE,DUPLICATE_INVOICE,Finance,Detect duplicate invoice. Auto-hold duplicate and notify AP for review before payment.,85.0,50.1,85.0,170.0,50.33,85.0,1.0,0.0045908183632733905,1,1,PACKAGING,LOW,0.036734,4,2,6
PO260117004414-L0001,PO260117004414,1,7043-2273-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,144.0,178.26,144.0,144.0,178.26,0.0,0.0,0.0,1,0,CAPEX,MEDIUM,0.107168,2,5,7
PO260117004594-L0001,PO260117004594,1,2671-1359-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,55.0,224.2,55.0,55.0,224.2,0.0,0.0,0.0,1,0,CAPEX,MEDIUM,0.132425,8,3,11
PO260117004594-L0002,PO260117004594,2,1254-6996-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,3.0,171.73,3.0,3.0,171.73,0.0,0.0,0.0,1,0,CAPEX,MEDIUM,0.132425,8,3,11
PO260117004594-L0003,PO260117004594,3,2993-1445-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,223.0,32.53,223.0,223.0,32.53,0.0,0.0,0.0,1,0,CAPEX,MEDIUM,0.132425,8,3,11
PO260117004594-L0004,PO260117004594,4,8738-0292-0004,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,185.0,143.32,185.0,185.0,143.32,0.0,0.0,0.0,1,0,CAPEX,MEDIUM,0.132425,8,3,11
PO260117004594-L0005,PO260117004594,5,8385-3071-0005,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,94.0,194.07,94.0,94.0,194.07,0.0,0.0,0.0,1,0,CAPEX,MEDIUM,0.132425,8,3,11
PO260117004617-L0001,PO260117004617,1,8188-7698-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,38.0,241.67,38.0,38.0,241.67,0.0,0.0,0.0,1,0,SERVICES,LOW,0.044823,6,4,10
PO260117004617-L0002,PO260117004617,2,2912-5952-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,162.0,200.96,162.0,162.0,200.96,0.0,0.0,0.0,1,0,SERVICES,LOW,0.044823,6,4,10
PO260117004617-L0003,PO260117004617,3,8814-6320-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,242.0,69.82,242.0,242.0,69.82,0.0,0.0,0.0,1,0,SERVICES,LOW,0.044823,6,4,10
PO260117004617-L0004,PO260117004617,4,6470-4791-0004,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,16.0,156.41,16.0,16.0,156.41,0.0,0.0,0.0,1,0,SERVICES,LOW,0.044823,6,4,10
PO260117004617-L0005,PO260117004617,5,6440-9926-0005,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,213.0,39.9,213.0,213.0,39.9,0.0,0.0,0.0,1,0,SERVICES,LOW,0.044823,6,4,10
PO260117004617-L0006,PO260117004617,6,6056-9580-0006,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,250.0,222.31,250.0,250.0,222.31,0.0,0.0,0.0,1,0,SERVICES,LOW,0.044823,6,4,10
PO260117004728-L0001,PO260117004728,1,9975-8192-0001,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,137.0,23.55,137.0,137.0,23.55,0.0,0.0,0.0,1,0,MRO,LOW,0.012302,10,1,11
PO260117004728-L0002,PO260117004728,2,8942-6255-0002,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,202.0,188.17,202.0,202.0,188.17,0.0,0.0,0.0,1,0,MRO,LOW,0.012302,10,1,11
PO260117004728-L0003,PO260117004728,3,4834-5071-0003,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,174.0,100.39,174.0,174.0,100.39,0.0,0.0,0.0,1,0,MRO,LOW,0.012302,10,1,11
PO260117004873-L0001,PO260117004873,1,8592-1340-0001,MANUAL_REVIEW,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",81.0,150.31,81.0,81.0,150.31,0.0,0.0,0.0,1,0,SERVICES,HIGH,0.183676,2,2,4
PO260117004873-L0002,PO260117004873,2,6651-4597-0002,MANUAL_REVIEW,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",25.0,10.81,25.0,25.0,10.81,0.0,0.0,0.0,1,0,SERVICES,HIGH,0.183676,2,2,4
PO260117004873-L0003,PO260117004873,3,8967-9613-0003,MANUAL_REVIEW,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",67.0,231.56,67.0,67.0,231.56,0.0,0.0,0.0,1,0,SERVICES,HIGH,0.183676,2,2,4
PO260117004873-L0004,PO260117004873,4,5584-6979-0004,MANUAL_REVIEW,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",243.0,113.1,243.0,243.0,113.1,0.0,0.0,0.0,1,0,SERVICES,HIGH,0.183676,2,2,4
PO260117004873-L0005,PO260117004873,5,3144-4162-0005,MANUAL_REVIEW,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",87.0,52.24,87.0,87.0,52.24,0.0,0.0,0.0,1,0,SERVICES,HIGH,0.183676,2,2,4
PO260117004873-L0006,PO260117004873,6,3961-6197-0006,MANUAL_REVIEW,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",8.0,15.12,7.0,7.0,15.12,-1.0,-0.125,0.0,1,0,SERVICES,HIGH,0.183676,2,2,4
PO260117004917-L0001,PO260117004917,1,5225-8411-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,15.0,27.51,15.0,15.0,27.51,0.0,0.0,0.0,1,0,PACKAGING,HIGH,0.338318,9,0,9
PO260117005096-L0001,PO260117005096,1,4196-0591-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,238.0,208.63,238.0,238.0,208.63,0.0,0.0,0.0,1,0,CAPEX,LOW,0.0,1,3,4
PO260117005096-L0002,PO260117005096,2,2274-6113-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,200.0,113.19,200.0,200.0,113.19,0.0,0.0,0.0,1,0,CAPEX,LOW,0.0,1,3,4
PO260117005096-L0003,PO260117005096,3,2589-6310-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,161.0,21.1,161.0,161.0,21.1,0.0,0.0,0.0,1,0,CAPEX,LOW,0.0,1,3,4
PO260117005096-L0004,PO260117005096,4,6566-5285-0004,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,123.0,31.11,123.0,123.0,31.11,0.0,0.0,0.0,1,0,CAPEX,LOW,0.0,1,3,4
PO260117005096-L0005,PO260117005096,5,6997-2340-0005,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,57.0,184.68,57.0,57.0,184.68,0.0,0.0,0.0,1,0,CAPEX,LOW,0.0,1,3,4
PO260117005096-L0006,PO260117005096,6,3953-7396-0006,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,113.0,218.0,113.0,113.0,218.0,0.0,0.0,0.0,1,0,CAPEX,LOW,0.0,1,3,4
PO260117005135-L0001,PO260117005135,1,4901-1599-0001,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,75.0,105.37,75.0,75.0,93.03,0.0,0.0,-0.1171111322008162,1,0,PACKAGING,LOW,0.043072,7,2,9
PO260117005135-L0002,PO260117005135,2,3657-0942-0002,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,37.0,244.71,37.0,37.0,244.71,0.0,0.0,0.0,1,0,PACKAGING,LOW,0.043072,7,2,9
PO260117005221-L0001,PO260117005221,1,5487-2873-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,36.0,154.08,36.0,36.0,154.08,0.0,0.0,0.0,1,0,RAW_MATERIAL,MEDIUM,0.085342,10,5,15
PO260117005221-L0002,PO260117005221,2,4148-9551-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,52.0,4.98,52.0,52.0,4.98,0.0,0.0,0.0,1,0,RAW_MATERIAL,MEDIUM,0.085342,10,5,15
PO260117005221-L0003,PO260117005221,3,9512-6687-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,133.0,203.14,133.0,133.0,203.14,0.0,0.0,0.0,1,0,RAW_MATERIAL,MEDIUM,0.085342,10,5,15
PO260117005221-L0004,PO260117005221,4,6492-4617-0004,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,24.0,6.32,24.0,24.0,6.32,0.0,0.0,0.0,1,0,RAW_MATERIAL,MEDIUM,0.085342,10,5,15
PO260117005376-L0001,PO260117005376,1,5009-5259-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,148.0,188.45,148.0,148.0,188.41,0.0,0.0,-0.00021225789334036637,1,0,SERVICES,HIGH,0.206869,2,2,4
PO260117005376-L0002,PO260117005376,2,2002-4777-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,245.0,183.41,245.0,245.0,183.41,0.0,0.0,0.0,1,0,SERVICES,HIGH,0.206869,2,2,4
PO260117005376-L0003,PO260117005376,3,8314-8411-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,136.0,201.61,136.0,136.0,201.61,0.0,0.0,0.0,1,0,SERVICES,HIGH,0.206869,2,2,4
PO260117005376-L0004,PO260117005376,4,3201-0339-0004,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,248.0,24.43,248.0,248.0,24.43,0.0,0.0,0.0,1,0,SERVICES,HIGH,0.206869,2,2,4
PO260117005376-L0005,PO260117005376,5,3988-2751-0005,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,80.0,64.49,80.0,80.0,64.49,0.0,0.0,0.0,1,0,SERVICES,HIGH,0.206869,2,2,4
PO260117005376-L0006,PO260117005376,6,1492-0319-0006,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,238.0,175.49,238.0,238.0,175.49,0.0,0.0,0.0,1,0,SERVICES,HIGH,0.206869,2,2,4
PO260117005469-L0001,PO260117005469,1,7369-6890-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,102.0,242.7,102.0,102.0,242.7,0.0,0.0,0.0,1,0,SERVICES,LOW,0.034276,7,1,8
PO260117005597-L0001,PO260117005597,1,1189-5971-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,136.0,48.91,136.0,136.0,48.91,0.0,0.0,0.0,1,0,SERVICES,LOW,0.059423,6,1,7
PO260117005597-L0002,PO260117005597,2,6314-7095-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,130.0,168.11,130.0,130.0,168.11,0.0,0.0,0.0,1,0,SERVICES,LOW,0.059423,6,1,7
PO260117005597-L0003,PO260117005597,3,4694-2285-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,249.0,100.77,249.0,249.0,100.69,0.0,0.0,-0.0007938870695643375,1,0,SERVICES,LOW,0.059423,6,1,7
PO260117005597-L0004,PO260117005597,4,8433-0767-0004,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,9.0,216.74,9.0,9.0,216.74,0.0,0.0,0.0,1,0,SERVICES,LOW,0.059423,6,1,7
PO260117005662-L0001,PO260117005662,1,2439-8951-0001,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,215.0,114.9,215.0,215.0,114.9,0.0,0.0,0.0,1,0,RAW_MATERIAL,LOW,0.0,5,2,7
PO260117005662-L0002,PO260117005662,2,4630-6335-0002,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,141.0,178.31,141.0,141.0,204.59,0.0,0.0,0.14738376983904436,1,0,RAW_MATERIAL,LOW,0.0,5,2,7
PO260117005772-L0001,PO260117005772,1,1932-0357-0001,MANUAL_REVIEW,UNAUTHORIZED_SHIP,UNAUTHORIZED_SHIP,Vendor,Flag unauthorized shipment. Validate PO authorization/ship-to; initiate return or chargeback workflow.,142.0,19.03,142.0,142.0,19.03,0.0,0.0,0.0,0,0,PACKAGING,MEDIUM,0.073923,5,1,6
PO260117005772-L0002,PO260117005772,2,6701-7209-0002,MANUAL_REVIEW,UNAUTHORIZED_SHIP,UNAUTHORIZED_SHIP,Vendor,Flag unauthorized shipment. Validate PO authorization/ship-to; initiate return or chargeback workflow.,133.0,98.5,133.0,133.0,98.5,0.0,0.0,0.0,1,0,PACKAGING,MEDIUM,0.073923,5,1,6
PO260117005772-L0003,PO260117005772,3,8207-5802-0003,MANUAL_REVIEW,UNAUTHORIZED_SHIP,UNAUTHORIZED_SHIP,Vendor,Flag unauthorized shipment. Validate PO authorization/ship-to; initiate return or chargeback workflow.,134.0,58.23,134.0,134.0,58.23,0.0,0.0,0.0,1,0,PACKAGING,MEDIUM,0.073923,5,1,6
PO260117005845-L0001,PO260117005845,1,7218-7411-0001,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,74.0,181.46,74.0,74.0,209.42,0.0,0.0,0.15408354458282805,1,0,CAPEX,LOW,0.041376,10,4,14
PO260117005987-L0001,PO260117005987,1,7986-0176-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,13.0,66.0,13.0,13.0,66.0,0.0,0.0,0.0,1,0,PACKAGING,LOW,0.029494,4,2,6
PO260117005987-L0002,PO260117005987,2,9148-4913-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,138.0,155.95,138.0,138.0,155.95,0.0,0.0,0.0,1,0,PACKAGING,LOW,0.029494,4,2,6
